Requirement ID,Project ID,Project Name,Dataset ID,text,class,subclass,confidence,,Confidence,,
REQ_005_000380,P005,Classification For Total 5 Projects With Confidence,DS005,Displayed characters shall have a minimum height of 5mm.,FR,Functional,0.8,,,,
REQ_005_000381,P005,Classification For Total 5 Projects With Confidence,DS005,"The following colours (red, green) shall only be used where mandated in 5.4.11.",FR,Functional,0.8,,,,
REQ_005_000382,P005,Classification For Total 5 Projects With Confidence,DS005,The standard set of audible and visual indications specified in the CENELEC Standard for the Driver-Machine Interface for ERTMS shall be implemented in the Cab radio system.,FR,Functional,0.8,,,,
REQ_005_000383,P005,Classification For Total 5 Projects With Confidence,DS005,"Some Cab radios may need to be operated by staff wearing gloves and controls may need to be suitable for use in a wide range of conditions, e.g. splash proof and suitable for viewing in direct sunlight and in darkness.",FR,Functional,0.5,,,,
REQ_005_000384,P005,Classification For Total 5 Projects With Confidence,DS005,"Where there is a risk that stored numbers or other set-up details may be accidentally changed, facilities should be provided on the Cab radio in order to prevent this happening.",NFR,Performance,0.5,,,,
REQ_005_000385,P005,Classification For Total 5 Projects With Confidence,DS005,Cab radios shall provide a means of preventing tampering.,FR,Functional,0.8,,,,
REQ_005_000386,P005,Classification For Total 5 Projects With Confidence,DS005,"If contact with the mobile radio network is lost, then the Cab radio shall give an audible and visual indication.",FR,Functional,0.8,,,,
REQ_005_000387,P005,Classification For Total 5 Projects With Confidence,DS005,A driver safety device (DSD) interface should be provided in traction units that are equipped with a DSD in order to support the transmission of a DSD alarm.,FR,Functional,0.2,,,,
REQ_005_000388,P005,Classification For Total 5 Projects With Confidence,DS005,"If a DSD interface is implemented, it shall be capable of being connected to a device complying with UIC fiche 6413 concerning automatic vigilance devices used in international traffic.",FR,Functional,0.8,,,,
REQ_005_000389,P005,Classification For Total 5 Projects With Confidence,DS005,The activation of the driver safety device shall automatically trigger the Cab radio to send a data message.,FR,Functional,0.8,,,,
REQ_005_000390,P005,Classification For Total 5 Projects With Confidence,DS005,The DSD alarm call/message shall provide the train number.,NFR,Performance,1,,,,
REQ_005_000391,P005,Classification For Total 5 Projects With Confidence,DS005,The DSD alarm call/message shall provide the engine number.,NFR,Performance,1,,,,
REQ_005_000392,P005,Classification For Total 5 Projects With Confidence,DS005,The DSD alarm call/message should provide location information.,FR,Functional,0.2,,,,
REQ_005_000393,P005,Classification For Total 5 Projects With Confidence,DS005,DSD alarm information shall be transmitted to the primary controller.,FR,Functional,0.8,,,,
REQ_005_000394,P005,Classification For Total 5 Projects With Confidence,DS005,Additional information (for DSD alarm) may also be provided if available from external systems.,FR,Functional,0.5,,,,
REQ_005_000395,P005,Classification For Total 5 Projects With Confidence,DS005,The Cab radio shall be able to provide details of activation of Cab radio emergency call button to a train-borne recorder or other equipment via a standardised interface.,FR,Functional,0.8,,,,
REQ_005_000396,P005,Classification For Total 5 Projects With Confidence,DS005,The Cab radio shall be able to provide details of receipt of incoming Railway emergency call to a train-borne recorder or other equipment via a standardised interface.,FR,Functional,0.8,,,,
REQ_005_000397,P005,Classification For Total 5 Projects With Confidence,DS005,The Cab radio shall be able to provide details of termination of outgoing or incoming Railway emergency call to a train-borne recorder or other equipment via a standardised interface.,FR,Functional,0.8,,,,
REQ_005_000398,P005,Classification For Total 5 Projects With Confidence,DS005,The Cab radio should be able to provide details of radio faults to a train-borne recorder or other equipment via a standardised interface.,FR,Functional,0.2,,,,
REQ_005_000399,P005,Classification For Total 5 Projects With Confidence,DS005,The Cab radio shall be able to provide details of driver safety device alarm message transmission to a train-borne recorder or other equipment via a standardised interface.,FR,Functional,0.8,,,,
REQ_005_000400,P005,Classification For Total 5 Projects With Confidence,DS005,The Cab radio shall be able to provide details of confirmation of Railway emergency call to a train-borne recorder or other equipment via a standardised interface.,FR,Functional,0.8,,,,
REQ_005_000401,P005,Classification For Total 5 Projects With Confidence,DS005,On-train mobiles shall provide a standardised interface to ERTMS/ETCS.,FR,Functional,0.8,,,,
REQ_005_000402,P005,Classification For Total 5 Projects With Confidence,DS005,Other interfaces may be provided in the Cab radio system.,FR,Functional,0.5,,,,
REQ_005_000403,P005,Classification For Total 5 Projects With Confidence,DS005,"The General purpose radio shall be capable of use as a standard telephone, such that the user is able to call any valid number subject to call restrictions enforced by the network.",NFR,Performance,1,,,,
REQ_005_000404,P005,Classification For Total 5 Projects With Confidence,DS005,The facility for a given General purpose radio to send a Railway emergency call (see section 13) shall be determined as a management function.,FR,Functional,0.8,,,,
REQ_005_000405,P005,Classification For Total 5 Projects With Confidence,DS005,A special MMI action shall be required for a General purpose radio user to send a Railway emergency call.,FR,Functional,0.8,,,,
REQ_005_000406,P005,Classification For Total 5 Projects With Confidence,DS005,It shall not be possible for any General purpose radio user to send a Railway emergency call by dialling a short code or telephone number.,NFR,Performance,1,,,,
REQ_005_000407,P005,Classification For Total 5 Projects With Confidence,DS005,An audible and visual indication of an incoming call shall be provided (General purpose radio).,FR,Functional,0.8,,,,
REQ_005_000408,P005,Classification For Total 5 Projects With Confidence,DS005,"Where available, the functional identity of the calling party shall be displayed (General purpose radio).",FR,Functional,0.8,,,,
REQ_005_000409,P005,Classification For Total 5 Projects With Confidence,DS005,A short audible and visual indication of the incoming call shall be provided (General purpose radio).,FR,Functional,0.8,,,,
REQ_005_000410,P005,Classification For Total 5 Projects With Confidence,DS005,The group identity of the voice group call (VBS or VGCS) shall be displayed (General purpose radio).,FR,Functional,0.8,,,,
REQ_005_000411,P005,Classification For Total 5 Projects With Confidence,DS005,"If the call is a broadcast call, the user shall be informed that he cannot speak as part of the broadcast call (General purpose radio).",FR,Functional,0.8,,,,
REQ_005_000412,P005,Classification For Total 5 Projects With Confidence,DS005,"If the call is a group call, the user has to request permission to speak during the call by using the Push-To-Talk (PTT) function (General purpose radio).",FR,Functional,0.5,,,,
REQ_005_000413,P005,Classification For Total 5 Projects With Confidence,DS005,"In a group call, a visual indication shall be provided to remind the user of the need to use the PTT function (General purpose radio).",FR,Functional,0.8,,,,
REQ_005_000414,P005,Classification For Total 5 Projects With Confidence,DS005,"In a group call, an audible and visual indication of whether the request to talk was successful shall be provided (General purpose radio).",FR,Functional,0.8,,,,
REQ_005_000415,P005,Classification For Total 5 Projects With Confidence,DS005,The user may then talk whilst the PTT function is used (General purpose radio).,FR,Functional,0.5,,,,
REQ_005_000416,P005,Classification For Total 5 Projects With Confidence,DS005,"If the user moves out of the group or broadcast call area whilst the call is in progress, an audible and visual indication of the loss of call shall be provided to the user (General purpose radio).",FR,Functional,0.8,,,,
REQ_005_000417,P005,Classification For Total 5 Projects With Confidence,DS005,Reception of an incoming Railway emergency call (if implemented) shall proceed as for a standard group or broadcast call except that a distinctive audible and visual indication shall be provided (General purpose radio).,FR,Functional,0.8,,,,
REQ_005_000418,P005,Classification For Total 5 Projects With Confidence,DS005,The radio shall provide a means for the user to terminate calls which he is authorised to terminate (i.e. all calls except broadcast or group calls not initiated by the user) (General purpose radio).,FR,Functional,0.8,,,,
REQ_005_000419,P005,Classification For Total 5 Projects With Confidence,DS005,The General purpose radio shall have an on/off switch.,FR,Functional,0.8,,,,
REQ_005_000420,P005,Classification For Total 5 Projects With Confidence,DS005,"Switching the General purpose radio 'on' shall initiate transitory lighting of any display, controls or indicator lights.",FR,Functional,0.8,,,,
REQ_005_000421,P005,Classification For Total 5 Projects With Confidence,DS005,Switching the General purpose radio 'on' shall initiate automatic self-testing.,FR,Functional,0.8,,,,
REQ_005_000422,P005,Classification For Total 5 Projects With Confidence,DS005,"If the self-test fails, a visible and audible indication shall be provided (General purpose radio).",FR,Functional,0.8,,,,
REQ_005_000423,P005,Classification For Total 5 Projects With Confidence,DS005,Switching the General purpose radio 'on' shall initiate connection to a mobile network.,FR,Functional,0.8,,,,
REQ_005_000424,P005,Classification For Total 5 Projects With Confidence,DS005,"If connection is successful, the name of the network shall be displayed and an audible confirmation of successful connection shall be given (General purpose radio).",FR,Functional,0.8,,,,
REQ_005_000425,P005,Classification For Total 5 Projects With Confidence,DS005,"If connection is not successful, an audible and visual indication shall be provided (General purpose radio).",FR,Functional,0.8,,,,
REQ_005_000426,P005,Classification For Total 5 Projects With Confidence,DS005,Switching the General purpose radio off shall cause termination of all calls under the control of (i.e. initiated by) the radio.,FR,Functional,0.8,,,,
REQ_005_000427,P005,Classification For Total 5 Projects With Confidence,DS005,Switching the General purpose radio off shall cause disconnection of the radio from the network.,FR,Functional,0.8,,,,
REQ_005_000428,P005,Classification For Total 5 Projects With Confidence,DS005,Switching the General purpose radio off shall cause clearing the display and inhibition of functions.,FR,Functional,0.8,,,,
REQ_005_000429,P005,Classification For Total 5 Projects With Confidence,DS005,"When switched off, the General purpose radio shall retain any settings and numbers which are stored at the time the radio is switched off.",NFR,Performance,1,,,,
REQ_005_000430,P005,Classification For Total 5 Projects With Confidence,DS005,Prompts and messages shall be capable of being displayed in at least 10 languages (General purpose radio).,FR,Functional,0.8,,,,
REQ_005_000431,P005,Classification For Total 5 Projects With Confidence,DS005,The user shall be able to select his preferred language for the display; this setting shall be retained by the General purpose radio.,FR,Functional,0.8,,,,
REQ_005_000432,P005,Classification For Total 5 Projects With Confidence,DS005,"When the General purpose radio is first powered on, the language that appears on the display shall be the default one set by the national railway.",FR,Functional,0.8,,,,
REQ_005_000433,P005,Classification For Total 5 Projects With Confidence,DS005,"Where more than one mobile radio network is available for use by a General purpose mobile, the selection of the network to use shall be automatic (see section 10.5).",FR,Functional,0.8,,,,
REQ_005_000434,P005,Classification For Total 5 Projects With Confidence,DS005,"When the General purpose mobile changes network automatically, a visual and audible indication shall be given.",FR,Functional,0.8,,,,
REQ_005_000435,P005,Classification For Total 5 Projects With Confidence,DS005,It shall be possible for a General purpose user to override the automatic network selection manually.,FR,Functional,0.8,,,,
REQ_005_000436,P005,Classification For Total 5 Projects With Confidence,DS005,The manual network selection function shall not be available during calls (General purpose radio).,FR,Functional,0.8,,,,
REQ_005_000437,P005,Classification For Total 5 Projects With Confidence,DS005,It shall be possible to register a functional number initiated by the user and transmitted to the ground (General purpose radio).,NFR,Performance,1,,,,
REQ_005_000438,P005,Classification For Total 5 Projects With Confidence,DS005,The user shall enter the functional number which is transmitted to the network (General purpose radio).,NFR,Performance,1,,,,
REQ_005_000439,P005,Classification For Total 5 Projects With Confidence,DS005,"Where a change of functional number is required, it shall be possible for the user to initiate the change (General purpose radio).",NFR,Performance,1,,,,
REQ_005_000440,P005,Classification For Total 5 Projects With Confidence,DS005,It shall be possible for the user to find and display stored numbers and their information (General purpose radio).,NFR,Performance,1,,,,
REQ_005_000441,P005,Classification For Total 5 Projects With Confidence,DS005,It shall be possible for the user to store and/or overwrite numbers and their details in the radio (General purpose radio).,NFR,Performance,1,,,,
REQ_005_000442,P005,Classification For Total 5 Projects With Confidence,DS005,A standard data interface should be provided to allow a computer to be connected to the General purpose radio.,FR,Functional,0.2,,,,
REQ_005_000443,P005,Classification For Total 5 Projects With Confidence,DS005,It should be possible for a General purpose user to change the battery without the use of tools.,FR,Functional,0.2,,,,
REQ_005_000444,P005,Classification For Total 5 Projects With Confidence,DS005,The weight of the General purpose radio including battery should not exceed 250g.,FR,Functional,0.2,,,,
REQ_005_000445,P005,Classification For Total 5 Projects With Confidence,DS005,"General purpose radios should be equipped with rechargeable batteries capable of providing a minimum of eight hours operation from a single charge based on 20% point-to-point calls, 5% group calls, and 75% standby.",FR,Functional,0.5,,,,
REQ_005_000446,P005,Classification For Total 5 Projects With Confidence,DS005,Changing the battery should not result in losing data stored in the General purpose radio.,FR,Functional,0.2,,,,
REQ_005_000447,P005,Classification For Total 5 Projects With Confidence,DS005,The General purpose radio should be suitable for use with a car adapter kit.,FR,Functional,0.2,,,,
REQ_005_000448,P005,Classification For Total 5 Projects With Confidence,DS005,The General purpose radio MMI should comprise a display.,FR,Functional,0.2,,,,
REQ_005_000449,P005,Classification For Total 5 Projects With Confidence,DS005,The General purpose radio MMI should comprise a control panel.,FR,Functional,0.2,,,,
REQ_005_000450,P005,Classification For Total 5 Projects With Confidence,DS005,The General purpose radio MMI should comprise a loudspeaker.,FR,Functional,0.2,,,,
REQ_005_000451,P005,Classification For Total 5 Projects With Confidence,DS005,The General purpose radio MMI should comprise a microphone.,FR,Functional,0.2,,,,
REQ_005_000452,P005,Classification For Total 5 Projects With Confidence,DS005,The General purpose radio MMI should be suitable for use both by day and night.,FR,Functional,0.2,,,,
REQ_005_000453,P005,Classification For Total 5 Projects With Confidence,DS005,The on/off control should be designed to prevent accidental activation/deactivation (General purpose radio).,FR,Functional,0.2,,,,
REQ_005_000454,P005,Classification For Total 5 Projects With Confidence,DS005,Facilities should be provided to adjust the loudspeaker volume (General purpose radio).,FR,Functional,0.2,,,,
REQ_005_000455,P005,Classification For Total 5 Projects With Confidence,DS005,A Push-To-Talk function shall be provided (General purpose radio).,FR,Functional,0.8,,,,
REQ_005_000456,P005,Classification For Total 5 Projects With Confidence,DS005,The Push-To-Talk function does not need to be a dedicated button (General purpose radio).,FR,Functional,0.5,,,,
REQ_005_000457,P005,Classification For Total 5 Projects With Confidence,DS005,Four buttons should be provided for designated stored numbers (General purpose radio).,NFR,Performance,0.5,,,,
REQ_005_000458,P005,Classification For Total 5 Projects With Confidence,DS005,Stored numbers and other set-up details should be protected against accidental alteration (General purpose radio).,NFR,Performance,0.5,,,,
REQ_005_000459,P005,Classification For Total 5 Projects With Confidence,DS005,"If the ability to initiate Railway emergency calls is implemented in the General purpose radio, accidental initiation of a Railway emergency call shall be prevented.",FR,Functional,0.8,,,,
REQ_005_000460,P005,Classification For Total 5 Projects With Confidence,DS005,A visual and audible indication shall be given when the remaining capacity of the battery is such as to enable only 10 minutes of full duplex call time (General purpose radio).,FR,Functional,0.8,,,,
REQ_005_000461,P005,Classification For Total 5 Projects With Confidence,DS005,A network service availability indication shall be provided to the user (General purpose radio).,FR,Functional,0.8,,,,
REQ_005_000462,P005,Classification For Total 5 Projects With Confidence,DS005,A visual indication shall be provided to the user if the network service is no longer available (General purpose radio).,FR,Functional,0.8,,,,
REQ_005_000463,P005,Classification For Total 5 Projects With Confidence,DS005,An audible indication should be provided to the user if the network service is no longer available (General purpose radio).,FR,Functional,0.2,,,,
REQ_005_000464,P005,Classification For Total 5 Projects With Confidence,DS005,"The Operational radio shall be capable of use as a standard telephone, such that the user is able to call any valid number subject to call restrictions enforced by the network.",NFR,Performance,1,,,,
REQ_005_000465,P005,Classification For Total 5 Projects With Confidence,DS005,It shall be possible for the user of an Operational radio to establish a call with the primary controller with a minimum number of actions being required.,NFR,Performance,1,,,,
REQ_005_000466,P005,Classification For Total 5 Projects With Confidence,DS005,It shall be possible for the user of an Operational radio to establish a call with the secondary controller with a minimum number of actions being required.,NFR,Performance,1,,,,
REQ_005_000467,P005,Classification For Total 5 Projects With Confidence,DS005,It shall be possible for the user of an Operational radio to establish a call with the power supply controller with a minimum number of actions being required.,NFR,Performance,1,,,,
REQ_005_000468,P005,Classification For Total 5 Projects With Confidence,DS005,"For some users (Operational radio), particularly for shunting team leaders, up to twenty valid numbers may be stored for one controller type.",NFR,Performance,0.8,,,,
REQ_005_000469,P005,Classification For Total 5 Projects With Confidence,DS005,"For some users (Operational radio), the identities of the controllers corresponding to these valid numbers shall be displayed with an audible and visual prompt for one to be selected.",NFR,Performance,1,,,,
REQ_005_000470,P005,Classification For Total 5 Projects With Confidence,DS005,"For some users (Operational radio), the number of the controller selected shall then be used to establish the call.",NFR,Performance,1,,,,
REQ_005_000471,P005,Classification For Total 5 Projects With Confidence,DS005,"If no selection is made by the user within 10 seconds, the radio shall abandon the call attempt (Operational radio).",NFR,Performance,1,,,,
REQ_005_000472,P005,Classification For Total 5 Projects With Confidence,DS005,"Once an appropriate number has been obtained (Operational radio), the radio shall attempt to establish a call to this number with railway operation priority.",NFR,Performance,1,,,,
REQ_005_000473,P005,Classification For Total 5 Projects With Confidence,DS005,An audible and visual indication shall be provided to the user that the call is proceeding (Operational radio).,FR,Functional,0.8,,,,
REQ_005_000474,P005,Classification For Total 5 Projects With Confidence,DS005,"When the call is connected to the controller, an audible and visual indication shall be provided to the user (Operational radio).",FR,Functional,0.8,,,,
REQ_005_000475,P005,Classification For Total 5 Projects With Confidence,DS005,"The functional identity of the connected party, if available, shall be displayed to the user (Operational radio).",FR,Functional,0.8,,,,
REQ_005_000476,P005,Classification For Total 5 Projects With Confidence,DS005,"Where available, an alphanumeric description of the identity of the connected party shall be displayed (Operational radio).",FR,Functional,0.8,,,,
REQ_005_000477,P005,Classification For Total 5 Projects With Confidence,DS005,"If the system is not able to connect the call, an audible and visual indication shall be provided to the user (Operational radio).",FR,Functional,0.8,,,,
REQ_005_000478,P005,Classification For Total 5 Projects With Confidence,DS005,The Railway emergency call shall be able to be initiated using a single red button (Operational radio).,FR,Functional,0.8,,,,
REQ_005_000479,P005,Classification For Total 5 Projects With Confidence,DS005,"It should be possible, as a maintenance function, to enable/disable the emergency call function (Operational radio).",FR,Functional,0.2,,,,
REQ_005_000480,P005,Classification For Total 5 Projects With Confidence,DS005,"If the emergency call function is disabled, a visual indication and short audible indication shall be given when the radio is switched on (Operational radio).",FR,Functional,0.8,,,,
REQ_005_000481,P005,Classification For Total 5 Projects With Confidence,DS005,"If the emergency call function is disabled, a visual indication and short audible indication shall be given when the emergency button is pushed (Operational radio).",FR,Functional,0.8,,,,
REQ_005_000482,P005,Classification For Total 5 Projects With Confidence,DS005,An audible and visual indication of an incoming call shall be provided (Operational radio).,FR,Functional,0.8,,,,
REQ_005_000483,P005,Classification For Total 5 Projects With Confidence,DS005,"Where available, the functional identity of the calling party shall be displayed (Operational radio).",FR,Functional,0.8,,,,
REQ_005_000484,P005,Classification For Total 5 Projects With Confidence,DS005,A short audible and visual indication of the incoming call shall be provided (Operational radio).,FR,Functional,0.8,,,,
REQ_005_000485,P005,Classification For Total 5 Projects With Confidence,DS005,The group identity of the voice group call (VBS or VGCS) shall be displayed (Operational radio).,FR,Functional,0.8,,,,
REQ_005_000486,P005,Classification For Total 5 Projects With Confidence,DS005,"If the call is a broadcast call, the user shall be informed that he cannot speak as part of the broadcast call (Operational radio).",FR,Functional,0.8,,,,
REQ_005_000487,P005,Classification For Total 5 Projects With Confidence,DS005,"If the call is a group call, the user has to request permission to speak during the call by using the Push-To-Talk (PTT) function (Operational radio).",FR,Functional,0.5,,,,
REQ_005_000488,P005,Classification For Total 5 Projects With Confidence,DS005,"In a group call, a visual indication shall be provided to remind the user of the need to use the PTT function (Operational radio).",FR,Functional,0.8,,,,
REQ_005_000489,P005,Classification For Total 5 Projects With Confidence,DS005,"In a group call, an audible and visual indication of whether the request was successful shall be provided (Operational radio).",FR,Functional,0.8,,,,
REQ_005_000490,P005,Classification For Total 5 Projects With Confidence,DS005,The user may then talk whilst the PTT function is used (Operational radio).,FR,Functional,0.5,,,,
REQ_005_000491,P005,Classification For Total 5 Projects With Confidence,DS005,"If the user moves out of the group or broadcast call area whilst the call is in progress, an audible and visual indication of the loss of call shall be provided to the user (Operational radio).",FR,Functional,0.8,,,,
REQ_005_000492,P005,Classification For Total 5 Projects With Confidence,DS005,Reception of an incoming Railway emergency call shall proceed as for a standard group or broadcast call except that a distinctive audible and visual indication shall be provided (Operational radio).,FR,Functional,0.8,,,,
REQ_005_000493,P005,Classification For Total 5 Projects With Confidence,DS005,The radio shall provide a means for the user to terminate calls which he is authorised to terminate (i.e. all calls except broadcast or group calls not initiated by the user) (Operational radio).,FR,Functional,0.8,,,,
REQ_005_000494,P005,Classification For Total 5 Projects With Confidence,DS005,The Operational radio should provide facilities to support shunting mode as described in section 14.,FR,Functional,0.2,,,,
REQ_005_000495,P005,Classification For Total 5 Projects With Confidence,DS005,"If shunting mode is implemented, a means to enter and leave shunting mode shall be provided (Operational radio).",FR,Functional,0.8,,,,
REQ_005_000496,P005,Classification For Total 5 Projects With Confidence,DS005,"If shunting mode is implemented, the functionality to enter or leave shunting mode shall not be available whilst there are on-going calls involving the Operational radio.",FR,Functional,0.8,,,,
REQ_005_000497,P005,Classification For Total 5 Projects With Confidence,DS005,"If shunting mode is implemented, the link assurance tone shall be provided via the loudspeaker (Operational radio).",FR,Functional,0.8,,,,
REQ_005_000498,P005,Classification For Total 5 Projects With Confidence,DS005,A means to enter/leave the direct mode of operation should be provided (Operational radio).,FR,Functional,0.2,,,,
REQ_005_000499,P005,Classification For Total 5 Projects With Confidence,DS005,The Operational radio shall have an on/off switch.,FR,Functional,0.8,,,,
REQ_005_000500,P005,Classification For Total 5 Projects With Confidence,DS005,"Switching the Operational radio 'on' shall initiate transitory lighting of any display, controls or indicator lights.",FR,Functional,0.8,,,,
REQ_005_000501,P005,Classification For Total 5 Projects With Confidence,DS005,Switching the Operational radio 'on' shall initiate automatic self-testing.,FR,Functional,0.8,,,,
REQ_005_000502,P005,Classification For Total 5 Projects With Confidence,DS005,"If the self-test fails, a visible and audible indication shall be provided (Operational radio).",FR,Functional,0.8,,,,
REQ_005_000503,P005,Classification For Total 5 Projects With Confidence,DS005,Switching the Operational radio 'on' shall initiate connection to a mobile network.,FR,Functional,0.8,,,,
REQ_005_000504,P005,Classification For Total 5 Projects With Confidence,DS005,"If connection is successful, the name of the network shall be displayed and an audible confirmation of successful connection shall be given (Operational radio).",FR,Functional,0.8,,,,
REQ_005_000505,P005,Classification For Total 5 Projects With Confidence,DS005,"If connection is not successful, an audible and visual indication shall be provided (Operational radio).",FR,Functional,0.8,,,,
REQ_005_000506,P005,Classification For Total 5 Projects With Confidence,DS005,Switching the Operational radio off shall cause termination of all calls under the control of (i.e. initiated by) the radio.,FR,Functional,0.8,,,,
REQ_005_000507,P005,Classification For Total 5 Projects With Confidence,DS005,Switching the Operational radio off shall cause disconnection of the radio from the network.,FR,Functional,0.8,,,,
REQ_005_000508,P005,Classification For Total 5 Projects With Confidence,DS005,Switching the Operational radio off shall cause clearing the display and inhibition of functions.,FR,Functional,0.8,,,,
REQ_005_000509,P005,Classification For Total 5 Projects With Confidence,DS005,"When switched off, the Operational radio shall retain any settings and numbers which are stored at the time the radio is switched off.",NFR,Performance,1,,,,
REQ_005_000510,P005,Classification For Total 5 Projects With Confidence,DS005,Prompts and messages shall be capable of being displayed in at least 10 languages (Operational radio).,FR,Functional,0.8,,,,
REQ_005_000511,P005,Classification For Total 5 Projects With Confidence,DS005,The user shall be able to select his preferred language for the display; this setting shall be retained by the Operational radio.,FR,Functional,0.8,,,,
REQ_005_000512,P005,Classification For Total 5 Projects With Confidence,DS005,"When the Operational radio is first powered on, the language that appears on the display shall be the default one set by the national railway.",FR,Functional,0.8,,,,
REQ_005_000513,P005,Classification For Total 5 Projects With Confidence,DS005,"Where more than one mobile radio network is available for use by an Operational mobile, the selection of the network to use shall be automatic (see section 10.5).",FR,Functional,0.8,,,,
REQ_005_000514,P005,Classification For Total 5 Projects With Confidence,DS005,"When the Operational mobile changes network automatically, a visual and audible indication shall be given.",FR,Functional,0.8,,,,
REQ_005_000515,P005,Classification For Total 5 Projects With Confidence,DS005,It shall be possible for an Operational user to override the automatic network selection manually.,FR,Functional,0.8,,,,
REQ_005_000516,P005,Classification For Total 5 Projects With Confidence,DS005,The manual network selection function shall not be available during calls (Operational radio).,FR,Functional,0.8,,,,
REQ_005_000517,P005,Classification For Total 5 Projects With Confidence,DS005,It shall be possible to register a functional number initiated by the user and transmitted to the ground (Operational radio).,NFR,Performance,1,,,,
REQ_005_000518,P005,Classification For Total 5 Projects With Confidence,DS005,The user shall enter the functional number which is transmitted to the network (Operational radio).,NFR,Performance,1,,,,
REQ_005_000519,P005,Classification For Total 5 Projects With Confidence,DS005,"Where a change of functional number is required, it shall be possible for the user to initiate the change (Operational radio).",NFR,Performance,1,,,,
REQ_005_000520,P005,Classification For Total 5 Projects With Confidence,DS005,It shall be possible for the user to find and display stored numbers and their information (Operational radio).,NFR,Performance,1,,,,
REQ_005_000521,P005,Classification For Total 5 Projects With Confidence,DS005,It shall be possible for the user to store and/or overwrite numbers and their details in the radio (Operational radio).,NFR,Performance,1,,,,
REQ_005_000522,P005,Classification For Total 5 Projects With Confidence,DS005,A standard data interface should be provided to allow a computer to be connected to the Operational radio.,FR,Functional,0.2,,,,
REQ_005_000523,P005,Classification For Total 5 Projects With Confidence,DS005,The Operational radio should be capable of withstanding exposure to salt mist spray.,FR,Functional,0.2,,,,
REQ_005_000524,P005,Classification For Total 5 Projects With Confidence,DS005,The Operational radio should be capable of withstanding exposure to torrential rain at up to 2mm/min.,FR,Functional,0.2,,,,
REQ_005_000525,P005,Classification For Total 5 Projects With Confidence,DS005,The Operational radio should be capable of withstanding exposure to heavy hail.,FR,Functional,0.2,,,,
REQ_005_000526,P005,Classification For Total 5 Projects With Confidence,DS005,The Operational radio should be capable of withstanding exposure to snow and sand storms.,FR,Functional,0.2,,,,
REQ_005_000527,P005,Classification For Total 5 Projects With Confidence,DS005,The Operational radio should be capable of withstanding exposure to accretion of ice.,FR,Functional,0.2,,,,
REQ_005_000528,P005,Classification For Total 5 Projects With Confidence,DS005,"The Operational radio should be capable of withstanding exposure to corrosive atmospheres (including sulphur dioxide, hydrogen sulphide, nitrogen oxides, ozone, organic hydrocarbons).",FR,Functional,0.2,,,,
REQ_005_000529,P005,Classification For Total 5 Projects With Confidence,DS005,The Operational radio shall be of a rugged design suitable for use in the railway environment by operational railway personnel.,FR,Functional,0.8,,,,
REQ_005_000530,P005,Classification For Total 5 Projects With Confidence,DS005,The Operational radio should have a carry feature that allows the operator to instantly have both hands free without dropping the radio.,FR,Functional,0.2,,,,
REQ_005_000531,P005,Classification For Total 5 Projects With Confidence,DS005,It should be possible to release the carry feature instantly in the event that the radio is caught on a projecting part of a moving vehicle.,FR,Functional,0.2,,,,
REQ_005_000532,P005,Classification For Total 5 Projects With Confidence,DS005,Controls shall be designed such that they are suitable for use by people wearing gloves (Operational radio).,FR,Functional,0.8,,,,
REQ_005_000533,P005,Classification For Total 5 Projects With Confidence,DS005,"Controls shall be designed for use in a wide range of conditions, e.g. splash proof and suitable for viewing in direct sunlight and in darkness (Operational radio).",FR,Functional,0.8,,,,
REQ_005_000534,P005,Classification For Total 5 Projects With Confidence,DS005,It should be possible for an Operational radio user to change the battery without the use of tools.,FR,Functional,0.2,,,,
REQ_005_000535,P005,Classification For Total 5 Projects With Confidence,DS005,The weight of the Operational radio including battery should not exceed 800g.,FR,Functional,0.2,,,,
REQ_005_000536,P005,Classification For Total 5 Projects With Confidence,DS005,It shall be possible to change the battery without losing data stored in the Operational radio.,FR,Functional,0.8,,,,
REQ_005_000537,P005,Classification For Total 5 Projects With Confidence,DS005,"Operational radios shall be equipped with rechargeable batteries capable of providing a minimum of eight hours operation from a single charge based on 20% point-to-point calls, 60% group calls, and 20% standby.",FR,Functional,1,,,,
REQ_005_000538,P005,Classification For Total 5 Projects With Confidence,DS005,The Operational radio should be suitable for use with a car adapter kit.,FR,Functional,0.2,,,,
REQ_005_000539,P005,Classification For Total 5 Projects With Confidence,DS005,The Operational radio MMI shall comprise a display.,FR,Functional,0.8,,,,
REQ_005_000540,P005,Classification For Total 5 Projects With Confidence,DS005,The Operational radio MMI shall comprise a control panel.,FR,Functional,0.8,,,,
REQ_005_000541,P005,Classification For Total 5 Projects With Confidence,DS005,The Operational radio MMI shall comprise a loudspeaker.,FR,Functional,0.8,,,,
REQ_005_000542,P005,Classification For Total 5 Projects With Confidence,DS005,The Operational radio MMI shall comprise a microphone.,FR,Functional,0.8,,,,
REQ_005_000543,P005,Classification For Total 5 Projects With Confidence,DS005,The Operational radio MMI shall be suitable for use by day and night.,FR,Functional,0.8,,,,
REQ_005_000544,P005,Classification For Total 5 Projects With Confidence,DS005,"The display shall be capable of displaying at least 6 lines, each of 20 characters (Operational radio).",FR,Functional,0.8,,,,
