Requirement ID,Project ID,Project Name,Dataset ID,text,class,subclass,confidence
REQ_00156,P003,Card Payment System,DS003,"If a SELECT [by name] [first or only occurrence] or SELECT [by name] [next occurrence] is received and the data field of the command message is not present, the Issuer Security Domain shall become the currently selected Application and the SELECT command is dispatched to the Issuer Security Domain,",FR,Functional,0.8
REQ_00157,P003,Card Payment System,DS003,"If a SELECT [by name] [first or only occurrence] is received, the search always begins from the start of the GlobalPlatform Registry,",FR,Functional,0.5
REQ_00158,P003,Card Payment System,DS003,"If a SELECT [by name] [next occurrence] is received, the search always begins from the entry following the currently selected Application on this Supplementary Logical Channel in the GlobalPlatform Registry,",FR,Functional,0.5
REQ_00159,P003,Card Payment System,DS003,"If a full or partial match is found and this Application is in the Life Cycle State INSTALLED, continue searching through the GlobalPlatform Registry for a subsequent full or partial match. If no subsequent full or partial match is found, the OPEN shall return the appropriate error to the off-card entity,",FR,Functional,0.8
REQ_00160,P003,Card Payment System,DS003,"If a full or partial match is found and this Application is in the Life Cycle State LOCKED, continue searching through the GlobalPlatform Registry for a subsequent full or partial match. In the eventuality that this locked Application is already currently selected on the same Supplementary Logical Channel, the OPEN shall terminate this Application Session. If no subsequent full or partial match is found, the OPEN shall return the appropriate error to the off-card entity,",FR,Functional,0.8
REQ_00161,P003,Card Payment System,DS003,"If a full or partial match is found and this Application cannot be selected due to a multi-selection restriction or because the Application refuses selection (e.g. because it does not support the current card interface), continue searching through the GlobalPlatform Registry for a subsequent full or partial match. If no subsequent full or partial match is found, the OPEN shall return the appropriate error to the off-card entity,",FR,Functional,0.8
REQ_00162,P003,Card Payment System,DS003,"If a full or partial match is found and this Application is selectable (i.e. in the correct Life Cycle State and has no multi-selection restrictions), then it shall become the currently selected Application on this Supplementary Logical Channel and the SELECT [by name] command, whether [first or only occurrence] or [next occurrence], shall be processed according to the requirements of the runtime environment (e.g. dispatched to the Application),",FR,Functional,0.8
REQ_00163,P003,Card Payment System,DS003,"If no full or partial match is found at all, the currently selected Application on the Supplementary Logical Channel shall remain the selected Application and - If the SELECT [by name] command has the [first or only occurrence] parameter set, the SELECT command is dispatched to the Application, - If the SELECT [by name] command has the [next occurrence] parameter set, the OPEN shall return the appropriate error to the off-card entity.",FR,Functional,0.8
REQ_00164,P003,Card Payment System,DS003,"At any time on an open Supplementary Logical Channel the OPEN may receive a request to either open or close a Supplementary Logical Channel. If a MANAGE CHANNEL [open] is received and the Application selected on the original Supplementary Logical Channel has no multi-selection restrictions, this Application becomes the selected Application on the newly opened Supplementary Logical Channel. If a MANAGE CHANNEL [close] is received, terminate the Application Session currently selected on the Supplementary Logical Channel indicated by the command and then close that logical channel. The Basic Logical Channel can never be closed.",FR,Functional,0.5
REQ_00165,P003,Card Payment System,DS003,"If the card is in the Life Cycle State CARD_LOCKED or TERMINATED, return the appropriate error,",FR,Functional,0.5
REQ_00166,P003,Card Payment System,DS003,"If the number of logical channels supported by the OPEN is not sufficient to open a new Supplementary Logical Channel, return the appropriate error,",NFR,Performance,0.8
REQ_00167,P003,Card Payment System,DS003,"If the Application currently selected on the original Supplementary Logical Channel cannot be selected on the new Supplementary Logical Channel due to a multi-selection restriction, the new logical channel shall not be opened and the OPEN shall return the appropriate error,",FR,Functional,0.8
REQ_00168,P003,Card Payment System,DS003,"Otherwise, the Supplementary Logical Channel indicated by the command is opened and the Application currently selected on the original Supplementary Logical Channel shall become the selected Application on the newly opened Supplementary Logical Channel.",FR,Functional,0.8
REQ_00169,P003,Card Payment System,DS003,"Once an Application becomes the selected Application on a Supplementary Logical Channel, the responsibility for subsequent command dispatching still rests with the OPEN.",FR,Functional,0.5
REQ_00170,P003,Card Payment System,DS003,The MANAGE CHANNEL commands are only processed by the OPEN and are not dispatched to an Application.,FR,Functional,0.5
REQ_00171,P003,Card Payment System,DS003,All other commands (including SELECT commands not described in section 6.4.3.1.2 - Explicit Selection) are immediately dispatched to the Application currently selected on the Supplementary Logical Channel. The processing of the command by the Application is beyond the scope of this Specification.,FR,Functional,0.5
REQ_00172,P003,Card Payment System,DS003,"The GlobalPlatform Registry is used to: Store card management information, Store relevant application management information (e.g., AID, associated Security Domain and Privileges), Support card resource management data, Store Application Life Cycle information, Store card Life Cycle information, Track any counters associated with logs.",NFR,Security,0.5
REQ_00173,P003,Card Payment System,DS003,"The contents of the GlobalPlatform Registry may be updated in response to: An internal OPEN invoked action, An authorized Application invoked action.",FR,Functional,0.5
REQ_00174,P003,Card Payment System,DS003,"All Applications including all Security Domains, and all Executable Load Files, shall have an entry in the GlobalPlatform Registry.",FR,Functional,0.8
REQ_00175,P003,Card Payment System,DS003,Each Executable Load File or Executable Module is associated with an AID that shall be unique on the card.,FR,Functional,0.8
REQ_00176,P003,Card Payment System,DS003,An Application AID may be the same as that of an Executable Module but may not be the same as that of an Executable Load File or the same as another Application already present in the GlobalPlatform Registry.,FR,Functional,0.5
REQ_00177,P003,Card Payment System,DS003,This AID may be specified in a SELECT command to select the Application. It is not possible to select Executable Load Files or Executable Modules.,FR,Functional,0.5
